treatment_company,operator,age,azimuth,md,tvd,footage_lateral_length,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,poisson_ratio,toc,vcl,p-velocity,s-velocity,youngs_modulus,isip,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production
8,1,11,-32.23,13650,6405.0,7057.0,86.43,2,4475,34538.02,0.23,0.33,4.83,0.54,13525.97,7021.22,30.98,4647.0,80,17,6827940.0,1.27,711.6942941
1,5,7,-44.799999,14961,6429.0,7810.0,4.51,14,6276,29353.06,0.5,0.33,4.83,0.56,13280.73,7014.03,31.04,3553.0,73,39,15585530.0,1.14,1809.871286
10,11,11,-12.71,12696,6459.0,4978.0,1.39,14,9183,29650.73,0.65,0.34,5.14,0.4,13591.62,6954.28,30.84,4146.0,70,24,9512665.0,1.11,1004.918306
8,6,10,-36.52,15158,8210.0,6096.0,21.67,9,0,32065.05,1.25,0.21,3.24,0.46,11648.04,6815.93,27.87,5516.0,87,18,9761571.0,1.41,2857.533448
11,14,9,-11.94,10048,6449.0,3234.0,5.85,16,7410,35450.63,1.0,0.28,5.08,0.45,12344.08,6769.0,27.89,4797.0,80,18,6844940.0,1.06,2590.897119
12,4,6,-36.09,17078,7976.0,8719.0,10.01,8,0,35169.83,0.22,0.34,4.39,0.66,13286.14,6828.81,30.54,4965.485373781148,99,45,20180070.0,1.02,4039.573173
30,19,10,-33.389999,10420,5861.0,4175.0,16.68,4,3852,31034.33,0.31,0.33,4.66,0.61,13182.77,7015.94,31.11,4369.0,85,18,4895214.0,0.79,685.4714473
1,33,11,-63.830002,13750,8013.0,5032.0,7.69,4,4426,34617.29,0.9,0.33,4.65,0.95,12945.13,7418.88,33.1,6473.0,77,18,4922615.0,1.0,690.9260269
10,11,9,-71.540001,11325,6268.0,4026.0,399.47,1,0,34781.88,0.5,0.33,4.74,0.6,13275.54,7042.77,31.13,4500.0,70,20,9776239.0,1.21,553.1681726
4,1,9,-37.77,13155,6847.0,5879.0,21.11,13,8291,29039.78,1.15,0.29,4.95,0.44,12464.76,6763.17,28.32,5012.0,100,15,14313192.0,1.71,2789.994136
1,1,6,-38.5,16185,7593.0,7606.0,21.0,3,0,35273.5,0.99,0.22,4.76,0.53,12272.58,7105.49,30.37,5715.0,81,49,15413881.0,1.14,2857.257377
1,20,13,-46.220001,15011,7955.0,6586.0,15.05,10,3785,33256.24,0.96,0.29,5.74,0.45,11667.79,7044.29,31.66,5769.0,83,16,7783590.0,1.4,952.0824585
2,2,12,-35.459999,10700,5353.0,4883.0,32.06,2,0,30134.82,0.44,0.33,4.63,0.58,13191.99,6968.56,30.95,4145.0,108,13,5301080.0,1.46,1178.869602
5,11,6,-20.26,12339,6088.0,6001.0,10.02,11,0,34726.54,0.41,0.33,4.65,0.58,13162.77,7036.43,31.16,3943.0,70,26,7816926.0,0.93,962.313461
10,4,9,-10.08,15165,7786.0,7129.0,9.87,10,0,28546.23,0.26,0.34,4.66,0.54,13349.76,6910.02,30.78,5319.0,91,41,8009910.0,1.02,1865.330493
23,25,12,-36.27,10270,5677.0,4249.0,29.32,27,12351,34736.92,0.57,0.33,4.63,0.35,13484.98,6906.2,30.74,4336.0,90,17,18686880.0,5.41,1299.88432
9,5,5,-35.639999,19558,6250.0,12474.0,28.16,8,4899,34691.7,0.59,0.33,4.91,0.43,13593.34,6961.68,30.84,3622.0,76,63,25211920.0,1.17,3445.758535
1,1,9,-45.060001,10974,5979.0,4654.0,2.12,10,0,28944.14,0.55,0.21,4.84,0.41,12984.72,6795.27,26.65,3402.0,99,11,9104106.0,1.57,870.24507
12,7,11,-59.009998,14444,7374.0,4819.0,1.5,8,3808,34726.5,1.58,0.2,5.21,0.79,12083.11,7125.29,29.55,5340.0,86,18,5928000.0,0.93,2155.542416
10,11,12,-20.299999,10084,6285.0,3160.0,23.0,5,3967,31848.05,0.28,0.33,4.67,0.63,13193.99,6985.6,31.03,4432.0,67,15,4290988.0,0.88,495.0441482
1,4,12,-62.650002,11104,7823.0,2509.0,5.51,2,2701,29138.12,0.22,0.34,4.59,0.54,13353.22,6890.24,30.72,5163.0,92,17,3550570.0,0.93,1736.408121
3,5,9,-22.879999,15327,6673.0,8315.0,4.35,21,0,31408.7,1.37,0.34,3.9,2.0,12231.54,6456.83,29.72,5109.0,64,42,9492143.0,0.89,1632.129517
2,20,12,-44.490002,16260,9006.0,7040.0,6.06,17,0,34604.57,0.28,0.25,4.56,0.65,11858.53,7098.86,31.08,6377.0,77,13,4543244.0,0.79,1894.064163
1,1,7,-43.43,12344,7068.0,5142.0,18.64,14,4948,33879.19,0.42,0.33,4.66,0.59,13161.9,7014.34,31.1,5110.0,98,26,10459852.0,1.35,2701.368379
4,4,8,-33.905735419037036,14107,7670.0,5649.0,5.45,7,5189,34732.74,0.65,0.32,4.89,0.61,12587.12,7240.44,32.08,5838.0,100,38,9319198.0,0.97,2642.705762
2,2,13,-19.99,12378,5605.0,6029.0,3.12,9,10459,35185.42,1.15,0.21,6.81,0.36,12090.58,6944.86,27.54,4452.0,109,16,6664189.0,1.44,1121.376582
3,8,6,-23.26,14564,7552.0,6301.0,20.57,3,2188,30751.89,0.63,0.34,4.82,0.36,13497.29,6916.56,30.77,4983.0,83,28,17111724.0,1.48,2665.360719
4,7,7,-31.74,15998,6135.0,9416.0,8.93,2,2753,34304.54,0.31,0.33,4.67,0.62,13196.83,6994.84,31.06,4271.0,97,41,10978054.0,1.29,1172.315251
3,4,7,-58.16,16280,8123.0,7907.0,8.37,8,0,35033.39,0.47,0.34,4.64,0.57,13179.22,7054.25,31.2,6022.0,89,47,14319067.0,0.95,2540.518884
10,11,10,-21.49,10514,6169.0,3743.0,11.52,17,7067,33982.73,0.4,0.33,4.7,0.58,13221.09,7017.72,31.1,4480.0,70,19,9420941.0,1.24,529.9087056
10,11,12,-32.259998,13350,6428.0,6274.0,2.8,11,0,34850.7,0.37,0.33,4.8,0.54,13246.46,7154.39,31.37,3859.0,67,21,6276445.0,0.99,539.9838815
4,29,8,-35.709999,13573,6413.0,6644.0,0.63,30,16149,35165.63,0.82,0.32,4.81,0.43,12764.71,7491.53,32.68,4855.0,101,44,13295180.0,0.98,1358.099085
2,7,10,-22.49,13275,8303.0,4152.0,0.1,30,16286,35351.96,0.59,0.24,4.41,0.5,11792.5,7096.21,30.78,6121.0,96,29,8788514.0,1.09,2123.747318
9,5,6,-19.58,15278,6546.0,8370.0,4.19,10,4749,34912.88,1.26,0.34,3.68,1.72,12462.48,6575.98,29.97,3790.0,76,42,690295.0,0.05,2355.901192
9,11,9,-45.419998,13880,8711.0,4142.0,2.18,6,4683,34589.38,0.33,0.26,4.36,0.67,11859.68,7094.99,31.28,6341.0,74,22,2517120.0,1.03,1811.522825
9,22,6,-59.939999,12694,5982.0,6191.0,4.7,7,5352,33425.91,0.3,0.3,4.69,0.6,13237.71,6976.92,30.99,4282.0,96,34,12682196.0,1.09,1681.758217
3,5,8,-18.26,16388,6316.0,9733.0,36.56,11,6395,34776.92,0.29,0.33,4.69,0.6,13275.93,6959.58,30.94,4965.485373781148,76,48,14643080.0,0.84,1720.951539
1,20,12,-28.040001,15020,7960.0,6622.0,254.38,1,6436,35460.36,0.62,0.34,4.91,0.44,13478.62,6953.4,30.86,5566.0,95,17,6055476.0,1.04,1094.785773
10,6,11,-36.619999,14027,7449.0,5786.0,1.5,5,0,34781.88,0.32,0.22,4.3,0.64,11289.4,6797.46,27.6,4928.0,91,12,7362001.0,1.35,4234.124493
5,11,7,-48.040001,22584,6822.0,15512.0,697.36,1,5375,35153.91,0.47,0.33,4.86,0.61,13396.48,7053.55,31.11,4580.0,75,75,22422376.0,0.95,3219.564485
12,25,6,-37.48,15331,8480.0,6217.0,0.72,4,3316,30614.49,1.45,0.24,4.05,0.49,12153.88,6817.98,27.86,4308.0,93,33,14583096.0,1.6,4398.533766
7,11,12,-45.439999,12150,8749.0,2583.0,26.54,15,7039,34818.7,0.91,0.28,4.18,0.66,11798.64,7089.02,31.78,6391.0,70,10,1133390.0,0.53,898.7832305
7,6,9,-24.870001,16648,7983.0,8597.0,4.53,10,5809,34384.74,0.07,0.23,2.28,0.66,11548.6,6800.28,28.31,6029.0,93,38,15931285.0,1.58,2579.404299
2,4,9,-68.050003,12929,7780.0,4899.0,24.74,4,0,34695.81,0.07,0.34,4.56,0.71,13205.77,6870.37,30.69,5633.0,99,22,6032172.0,0.9,1889.567799
10,17,7,-13.39,13270,7303.0,5261.0,9.58,15,6768,33488.06,-0.02,0.24,2.24,0.64,11268.36,6796.41,28.35,4965.485373781148,77,19,9492210.0,1.23,3794.524187
9,17,12,-6.5799999,10315,6241.0,3824.0,2.01,27,0,35134.35,0.68,0.25,5.1,0.4,13978.78,6778.75,26.68,4020.0,82,18,5633325.0,1.47,1269.484955
5,5,7,-32.509998,19323,7165.0,11558.0,5.26,16,4431,34553.62,1.11,0.34,3.92,1.68,12545.16,6535.6,29.84,5199.0,75,54,23438000.0,0.96,4594.823907
9,6,6,-23.77,12831,6721.0,5830.0,11.51,17,10158,32889.48,1.06,0.2,4.86,0.71,10874.41,6806.77,27.21,5205.0,90,40,36086148.0,3.84,7503.557935
4,4,7,-2.3699999,12815,6349.0,6216.0,3.3,16,6918,34323.84,0.48,0.34,4.65,0.58,13166.54,7031.03,31.14,3797.0,97,27,11775010.0,1.36,1489.510392
1,17,6,-48.060001,10902,6295.0,4023.0,27.64,10,5237,35358.3,0.78,0.26,5.15,0.44,13252.18,6774.98,27.12,4264.0,80,20,7151880.0,0.97,1021.263995
7,11,12,-11.24,13550,9141.0,4240.0,7.75,9,0,34541.63,0.42,0.26,4.6,0.75,11838.05,7095.3,31.4,6392.0,75,15,1704207.0,0.63,1607.246441
3,5,6,-25.790001,14790,6909.0,7631.0,11.19,15,6911,34753.75,1.23,0.34,3.9,1.83,12428.56,6511.71,29.81,4484.0,73,38,15611215.0,1.08,2720.263403
4,1,7,-62.84,12492,7182.0,4954.0,167.02,1,0,30786.91,0.59,0.34,4.56,0.31,13507.64,6877.28,30.66,4477.0,95,19,9483656.0,1.54,1351.556335
9,1,9,-50.580002,13152,6965.0,5716.0,34.31,2,2228,28965.23,0.29,0.33,4.69,0.61,13230.16,6973.8,30.98,5015.0,97,10,10551173.0,1.61,1706.94947
8,6,11,-26.379999,12539,5731.0,6813.0,3.48,4,0,34724.5,1.07,0.24,5.92,0.81,10631.34,6778.1,25.84,3693.0,86,9,6416586.0,1.7,608.3116604
10,11,10,-40.630001,11055,7551.0,3026.0,9.25,8,5136,35429.96,0.42,0.33,4.61,0.58,13036.08,7064.02,31.29,5141.0,70,14,5643512.0,1.12,1257.277277
2,2,13,-39.5,10367,6444.0,3849.0,137.13,1,0,34633.59,0.54,0.33,4.83,0.42,13453.26,6933.44,30.81,3476.0,87,11,4414515.0,1.47,396.2017382
11,14,9,-13.58,13844,7209.0,5973.0,435.44,1,0,29531.35,0.88,0.28,4.3,0.5,11407.18,6770.36,28.96,5698.0,81,32,12171898.0,1.04,4901.652748
11,14,11,-50.740002,14713,6898.0,7354.0,0.24,27,5256,34564.35,1.15,0.3,4.8,0.44,12237.48,6762.66,28.65,4965.485373781148,81,38,14004967.0,1.05,4841.057073
4,14,6,-57.380001,20553,7533.0,12753.0,4.35,19,9907,35260.61,0.54,0.34,4.83,0.42,13453.26,6933.44,30.81,5169.0,108,69,32998560.0,1.1,7012.153842
7,11,12,-16.469999,11638,8835.0,2631.0,22.81,15,5476,35587.31,0.57,0.33,4.63,0.35,13484.98,6906.2,30.74,6068.0,75,9,1017312.0,0.64,1029.404282
4,8,5,-37.41,15520,7011.0,7975.0,1.74,6,2821,35455.5,0.05,0.33,4.66,0.67,13160.78,6912.23,30.8,3810.0,97,40,19524360.0,1.49,3835.912835
1,2,10,-31.799999,10815,6368.0,3945.0,7.36,15,6126,33488.01,1.93,0.23,5.7,0.86,11543.87,6926.99,28.3,3515.0,98,19,6401115.0,1.94,1062.030911
9,6,5,-4.3200002,12276,6540.0,5089.0,6.86,10,3837,30098.55,0.49,0.33,4.66,0.58,13167.66,7032.46,31.14,4838.0,91,21,9721424.0,1.96,1248.013341
8,6,12,-27.0,11345,6311.0,4574.0,0.04,12,0,30864.28,0.28,0.24,5.1,0.37,12622.05,6785.37,27.16,4530.0,75,9,4822000.0,1.04,1350.375244
8,6,12,-10.2,11898,5946.0,5401.0,41.61,10,0,35192.75,0.28,0.23,5.09,0.36,12677.79,6785.89,27.12,4354.0,68,10,5831118.0,1.29,1040.288455
11,14,8,-32.950001,14476,6592.0,6945.0,33.29,9,4089,35258.45,0.97,0.27,5.12,0.44,12583.5,6769.61,27.7,4635.0,81,32,12173624.0,1.04,3406.05789
4,8,6,-26.809999,17326,6732.0,8854.0,10.74,8,4910,34634.13,0.26,0.33,4.58,0.57,13273.95,6900.74,30.76,4708.0,95,24,13550592.0,1.4,2824.938228
2,6,8,-21.379999,14523,7456.0,6688.0,8.62,8,5958,30671.31,0.1,0.25,3.17,0.62,11097.43,6786.79,28.39,5809.0,98,28,10583332.0,1.37,3929.554245
7,6,8,-37.52,15167,8305.0,6677.0,30.9,7,0,30790.26,0.33,0.23,2.35,0.63,12003.01,6805.71,28.29,4965.485373781148,99,27,10591641.0,1.51,4565.030897
4,4,7,-38.400002,13926,7952.0,5732.0,18.31,10,0,35326.04,0.64,0.34,4.56,0.25,13518.25,6871.4,30.64,5190.0,100,29,8779054.0,0.89,1982.478005
5,1,11,-28.540001,11690,6410.0,4647.0,5.49,8,0,34653.17,0.59,0.2,4.3,0.55,13056.9,6797.75,26.1,4955.0,99,14,4888346.0,1.04,1263.142772
1,1,6,-48.810001,12812,7132.0,5229.0,4.69,12,4271,28366.69,0.47,0.33,4.66,0.58,13179.29,7036.49,31.15,4387.0,93,37,10195140.0,1.48,1419.33081
10,11,10,-25.780001,10385,6681.0,3487.0,9.59,5,3566,33210.78,0.55,0.33,4.98,0.49,13390.83,6986.34,30.94,4965.485373781148,70,16,6420934.0,1.1,823.1486849
8,26,9,-23.75,12365,7875.0,4004.0,12.81,10,0,34823.06,0.07,0.34,4.53,0.7,13223.62,6858.95,30.65,5622.0,94,31,6946000.0,0.9,1628.345576
4,7,8,-37.669998,16228,6018.0,9570.0,5.58,6,2081,34980.05,0.62,0.33,4.76,0.46,13487.45,6941.16,30.86,4128.0,98,50,13300125.0,1.13,1167.918685
4,4,6,-33.360001,21128,7930.0,12491.0,65.86,5,0,34576.94,0.33,0.34,4.33,0.72,13204.52,6800.08,30.46,5458.0,87,68,28482370.0,1.35,3698.90022
5,1,10,-31.389999,11649,6580.0,4734.0,8.96,16,5023,33751.64,0.48,0.34,4.65,0.58,13166.54,7031.03,31.14,4965.485373781148,101,17,7657478.0,1.35,1918.777118
9,6,6,-33.905735419037036,16210,8431.0,7517.0,19.91,6,0,34812.56,1.23,0.21,2.99,0.45,11784.18,6818.06,27.96,5444.0,87,31,12236439.0,1.74,3846.952039
7,11,10,4.8200002,15396,8499.0,5777.0,7.45,2,0,30771.65,0.8,0.28,4.03,0.57,11758.19,7085.12,31.64,5712.0,70,29,3445302.0,1.06,2040.916395
10,11,7,-36.439999,17532,7363.0,9919.0,26.25,6,4183,30811.75,0.55,0.33,4.58,0.49,13013.28,7105.3,31.39,5407.0,70,49,9817395.0,0.89,1467.166083
11,14,9,-48.0,10861,6914.0,3345.0,25.3,15,8898,34881.38,1.08,0.29,4.76,0.45,11869.62,6765.88,28.63,5066.0,80,18,6839833.0,0.53,2728.809246
10,11,9,-52.009998,10989,6210.0,4410.0,25.96,6,0,34589.6,0.53,0.34,4.78,0.41,13451.61,6934.0,30.82,4582.0,70,22,8770913.0,1.08,598.5146693
1,8,8,-41.66,13180,7899.0,4932.0,14.84,14,7964,33103.76,0.41,0.34,4.45,0.36,13449.7,6853.25,30.6,4683.0,83,25,9296134.0,0.95,2809.062292
12,19,9,-87.110001,10215,5826.0,3983.0,6.17,7,0,34590.42,0.05,0.27,4.61,0.73,13166.16,6893.5,30.77,4098.0,80,18,5561530.0,0.88,390.4837358
16,13,9,-35.080002,14898,6821.0,7609.0,19.74,6,0,30510.19,0.7,0.34,5.41,0.23,13693.29,6901.19,30.69,4984.0,89,50,15142549.0,0.87,1547.173477
9,5,10,-23.35,16372,7245.0,9046.0,193.1,13,8566,33636.08,0.54,0.33,4.77,0.42,13442.71,6930.59,30.81,4613.0,79,40,9897144.0,0.86,2454.156051
1,5,5,-20.98,18156,6862.0,10850.0,1.42,8,4938,34321.66,0.63,0.3,4.84,0.38,13489.08,6925.66,30.79,3665.0,74,53,21106490.0,1.09,3681.168564
1,25,11,-37.150002,13564,7783.0,5756.0,11.29,15,0,35293.43,0.24,0.26,2.53,0.61,11112.88,6783.64,28.69,4965.485373781148,89,20,4210323.0,0.76,2050.744049
1,2,7,-14.33,12525,6374.0,5733.0,50.48,3,0,34579.27,1.42,0.21,6.7,0.45,11940.59,6963.67,27.92,4656.0,98,16,9447264.0,1.55,1672.499501
5,3,12,-37.98,10457,6833.0,3613.0,18.56,5,4851,30958.91,0.49,0.33,4.66,0.59,13170.5,7029.04,31.13,4965.485373781148,98,12,6009527.0,1.36,798.9229765
12,25,6,-41.330002,14454,7415.0,6013.0,33.58,5,4704,33329.61,1.48,0.24,4.07,0.43,12235.07,6841.68,28.23,4910.0,95,26,11494054.0,1.33,1691.402786
5,18,11,-45.560001,14914,7500.0,7221.0,20.22,2,2151,34758.5,0.43,0.33,4.66,0.59,13186.97,7035.65,31.15,5669.0,78,48,9754654.0,0.83,2146.131947
8,6,10,-31.129999,13669,7768.0,5779.0,292.34,1,0,30477.34,0.72,0.21,3.7,0.44,11383.56,6805.75,27.79,5475.0,95,30,9491378.0,1.33,3129.76342
11,14,10,-65.32,11795,7352.0,4109.0,1.85,10,4203,33505.51,0.47,0.26,4.25,0.57,11124.65,6779.51,28.56,5692.0,80,22,8365113.0,1.06,6066.321496
1,5,7,-28.889999,18265,6444.0,11528.0,29.01,4,0,35137.85,0.45,0.34,4.72,0.58,13284.4,7002.64,31.05,3600.0,73,58,24133210.0,1.17,3068.50621
10,11,13,-62.52,10380,6520.0,3713.0,979.46,1,4515,34634.34,0.28,0.33,4.68,0.6,13281.18,6956.75,30.93,3843.0,70,11,3502080.0,0.94,669.3324134
10,11,13,-83.260002,11260,7569.0,2826.0,0.15,15,4521,35185.86,0.4,0.33,4.62,0.59,13070.95,7051.73,31.25,4794.0,65,10,2861395.0,1.0,1028.725067
4,4,6,-19.959999,18147,7715.0,9194.0,13.01,31,11024,32808.47,0.78,0.32,5.08,0.64,12522.92,7296.12,32.28,5627.0,98,35,15674112.0,1.32,2750.054206
2,2,13,-23.700001,13190,7980.0,4747.0,3.25,12,7430,34634.27,1.92,0.2,4.76,0.76,11642.81,7158.93,29.74,6497.0,67,14,5457020.0,1.03,831.4654548
8,26,8,-48.990002,13679,6479.0,6667.0,4.48,10,3706,32817.79,0.15,0.34,4.5,0.56,13352.23,6857.02,30.62,4941.0,97,35,12761210.0,0.88,628.7855483
2,20,11,-28.0,15924,8265.0,7044.0,1106.13,1,0,35169.83,0.43,0.34,4.68,0.58,13182.01,7011.47,31.09,5218.0,83,11,4104980.0,1.18,1311.819086
10,6,7,-15.98,13750,7301.0,6006.0,6.3,7,3870,34333.88,0.54,0.33,4.44,0.25,13493.47,6853.18,30.59,5235.0,90,20,7062412.0,1.21,4395.234931
4,4,6,-34.43,19772,7598.0,11568.0,6.73,8,0,30937.6,0.68,0.32,4.81,0.67,12587.95,7250.19,32.2,5751.0,88,58,21720556.0,1.14,4094.018209
5,22,6,-28.540001,11920,5475.0,5929.0,6.44,7,0,34744.92,0.59,0.34,4.56,0.31,13507.64,6877.28,30.66,4339.0,100,32,13430880.0,0.95,1000.295063
9,14,10,-37.48,15342,6555.0,7235.0,81.17,3,609,35135.24,1.04,0.28,5.04,0.44,12187.11,6767.81,28.09,4965.485373781148,82,39,14672616.0,1.08,7114.217446
